2,84433399923004
2,18352590261058
2,0032553339302
1,91550279955866
1,84811590962125
1,78752178649153
1,73102188794122
1,67794536309406
1,62800780001091
1,58100619579626
1,53676177671057
1,49510882514197
1,45589207681353
1,41896574238792
1,38419286277364
1,35144475648691
1,32060051219219
1,29154651586305
1,26417600892674
1,23838867522064
1,21409025504405
1,1911921848682
1,16961126154134
1,14926933014686
1,13009299508878
1,11201335456061
1,09496575942487
1,07888959891835
1,0637281179379
1,0494282748325
1,03594065651332
1,02321948361241
1,01122277315217
0,999912809597626
0,989257302012683
0,979232336748884
0,96983127962434
0,961103582886725
0,953770838765598
0,945632655013552
0,937923944143807
0,93060722197432
0,923659789984199
0,917063125046745
0,910799496570143
0,904851530034729
0,899202319562968
0,893835563184865
0,888735646314226
0,883887681289782
0,879277518157517
0,874891737760057
0,870717634171016
0,866743190846298
0,862957053226164
0,85934849952102
0,855907410793362
0,852624241055724
0,84948998785108
0,846496163615324
0,843634768010263
0,840898261340038
0,838279539112517
0,83577190777177
0,833369061603652
0,831065060799986
0,828854310656433
0,82673154187354
0,824691791931886
0,82273038753454
0,820842928362984
0,81902526769031
0,817273498186214
0,815583944132963
0,813953144654872
0,812377840607767
0,810854962906413
0,809381621498647
0,807955094936753
0,806572820532635
0,805232385074479
0,803931516077773
0,802668073542387
0,801440042187964
0,800245524140858
0,799082732047101
0,797949982587121
0,796845690369205
0,795768362180032
0,794716591571595
0,793689053765172
0,79268450085394
0,7917017572869
0,790739715617831
0,789797332503758
0,788873624938471
0,787967666707336
0,787078585050513
0,786205557522329
0,785347809035416
0,784504609078738
0,7836752690993
0,782859140037996
0,782055610010531
0,781264102124839
0,780484072427107
0,7797150079687
0,778956424986991
0,778207867193336
0,777468904161921
0,77673912981354
0,776018160988661
0,775305636104627
0,774601213891934
0,773904572204981
0,773215406902931
0,77253343079641
0,771858372656386
0,77118997628136
0,770527999619533
0,769872213942692
0,769222403068727
0,768578362629997
0,767939899384715
0,767306830568935
0,766678983286661
0,766056193935883
0,765438307668372
0,764825177881295
0,764216665738718
0,763612639721285
0,763012975202371
0,76241755404915
0,76182626424716
0,761238999546879
0,760655659131128
0,760076147301975
0,75950037318605
0,758928250457159
0,758359697075199
0,75779463504035
0,757232990161752
0,75667469183969
0,756119672860604
0,755567869204059
0,755019219861073
0,754473666663054
0,753931154120748
0,753391629272648
0,752855041542231
0,752321342603551
0,751790486254705
0,751262428298656
0,750737126431035
0,750214540134498
0,749694630579217
0,749177360529189
0,748662694253989
0,748150597445667
0,747641037140478
0,747133981645162
0,746629400467495
0,746127264250881
0,745627544712741
0,745130214586454
0,74463524756667
0,744142618257804
0,743652302125467
0,743164275450732
0,742678515287033
0,74219499941954
0,741713706326855
0,741234615144962
0,740757705633195
0,740282958142176
0,739810353583601
0,739339873401731
0,738871499546536
0,738405214448351
0,737941000993994
0,737478842504214
0,737018722712456
0,736560625744804
0,736104536101059
0,735650438636904
0,735198318547061
0,734748161349388
0,73429995286989
0,733853679228555
0,733409326825982
0,732966882330772
0,73252633266759
0,732087665005927
0,731650866749441
0,731215925525929
0,73078282917783
0,730351565753246
0,729922123497468
0,72949449084495
0,729068656411739
0,728644608988298
0,728222337532719
0,727801831164313
0,727383079157542
0,72696607093626
0,726550796068265
0,72613724426017
0,725725405352503
0,725315269315091
0,724906826242666
0,724500066350732
0,724094979971611
0,723691557550711
0,723289789642998
0,722889666909603
0,72249118011467
0,72209432012229
0,721699077893664
0,72130544448432
0,720913411041564
0,720522968801978
0,720134109089095
0,719746823311148
0,719361102958954
0,718976939603902
0,718594324896011
0,718213250562087
0,717833708404015
0,717455690297061
0,717079188188302
0,71670419409509
0,716330700103635
0,715958698367624
0,71558818110688
0,715219140606145
0,71485156921384
0,714485459340966
0,714120803459964
0,713757594103703
0,713395823864464
0,71303548539299
0,712676571397571
0,712319074643178
0,711962987950605
0,711608304195711
0,711255016308616
0,710903117272989
0,710552600125368
0,710203457954456
0,709855683900519
0,709509271154774
0,709164212958796
0,708820502603982
0,708478133431032
0,708137098829422
0,707797392236979
0,707459007139396
0,70712193706984
0,706786175608551
0,706451716382452
0,706118553064853
0,705786679375086
0,705456089078243
0,705126775984913
0,704798733950945
0,70447195687724
0,704146438709594
0,703822173438547
0,70349915509929
0,703177377771592
0,702856835579804
0,70253752269286
0,702219433324375
0,701902561732772
0,701586902221496
0,701272449139294
0,700959196880557
0,700647139885826
0,700336272642339
0,700026589684782
0,699718085596173
0,699410755008938
0,69910459260628
0,698799593123803
0,698495751351561
0,698193062136575
0,697891520385981
0,697591121071054
0,697291859232329
0,696993729986301
0,696696728534375
0,696400850175053
0,696106090321197
0,695812444525365
0,695519908519149
0,695228478278739
0,694938150146285
0,694648921094834
0,69436078952256
0,694073759068024
0,693787805626426
0,693502909787609
0,693219068292838
0,692936276925117
0,692654530786954
0,692373824727759
0,6920941535343
0,691815512008567
0,691537895000215
0,691261297420153
0,690985714245844
0,690711140522606
0,690437571363007
0,690165001945286
0,689893427511318
0,689622843364434
0,689353244867174
0,689084627439132
0,688816986554874
0,688550317742002
0,688284616579338
0,688019878695233
0,687756099766054
0,687493275514736
0,687231401709506
0,686970474162696
0,686710488729658
0,686451441307818
0,686193327835785
0,685936144292552
0,685679886696822
0,685424551106343
0,685170133617392
0,684916630364255
0,684664037518828
0,684412351290255
0,684161567924617
0,683911683704691
0,683662694949752
0,683414598015437
0,683167389293648
0,682921065212491
0,682675622236296
0,682431056865632
0,68218736563741
0,681944545125015
0,681702591938453
0,681461502724586
0,681221274167381
0,680981902988203
0,680743385946157
0,680505719838475
0,680268901500937
0,680032927808361
0,679797795675104
0,679563502055641
0,679330043945196
0,679097418380393
0,678865622439988
0,678634653245672
0,678404507962902
0,678175183801801
0,677946678018151
0,677718987914436
0,677492110840948
0,677266044197028
0,677040785432312
